FPR,TPR
0.0,0.0
0.1111111111111111,0.0
0.1111111111111111,0.4375
0.2222222222222222,0.4375
0.2222222222222222,0.875
0.4444444444444444,0.875
0.4444444444444444,1.0
1.0,1.0
