FPR,TPR
0.0,0.0
0.1111111111111111,0.0
0.2222222222222222,0.0
0.2222222222222222,0.6875
0.3333333333333333,0.6875
0.3333333333333333,0.75
0.5555555555555556,0.75
0.5555555555555556,0.9375
1.0,0.9375
1.0,1.0
