FPR,TPR
0.0,0.0
0.1111111111111111,0.0
0.1111111111111111,0.1875
0.2222222222222222,0.1875
0.2222222222222222,0.3125
0.3333333333333333,0.3125
0.3333333333333333,0.9375
0.4444444444444444,0.9375
0.4444444444444444,1.0
1.0,1.0
