FPR,TPR
0.0,0.0
0.1111111111111111,0.0
0.1111111111111111,0.125
0.2222222222222222,0.125
0.2222222222222222,0.4375
0.3333333333333333,0.4375
0.3333333333333333,0.8125
0.4444444444444444,0.8125
0.4444444444444444,0.9375
0.6666666666666666,0.9375
0.6666666666666666,1.0
1.0,1.0
