true_label,probability,prediction
1,0.816189898989899,1
1,0.02,0
1,0.5266666666666666,1
1,0.8873856209150326,1
1,0.7532884399551066,1
1,0.20130756843800324,0
1,0.7,1
1,0.6915151515151515,1
1,0.419047619047619,0
1,0.11298701298701298,0
1,0.8111965811965812,1
1,0.9874238351254481,1
1,0.6425,1
1,0.7953086419753086,1
1,0.7195,1
1,0.9791515151515152,1
1,0.7128205128205128,1
1,0.9990476190476191,1
1,0.7922222222222223,1
0,0.09919748395812224,0
1,0.8703359173126615,1
0,0.11388888888888889,0
1,0.705,1
0,0.05333333333333334,0
1,0.66,1
0,0.035555555555555556,0
1,0.6393333333333334,1
0,0.07344444444444445,0
1,0.68,1
0,0.6787619047619048,1
1,0.6709090909090909,1
0,0.2580663780663781,0
1,0.7723809523809524,1
0,0.09142857142857143,0
1,0.6733333333333333,1
0,0.12,0
1,0.6644,1
0,0.050095379888928274,0
1,0.6823076923076923,1
0,0.1678072881924399,0
1,0.7727741663657157,1
0,0.19192067553249093,0
1,0.7315151515151515,1
0,0.022949333503406312,0
1,0.7038339438339438,1
0,0.5970465949820789,1
1,0.7446060606060606,1
0,0.5849927552094734,1
1,0.7366666666666667,1
0,0.07444444444444445,0
1,0.006666666666666667,0
1,0.8333333333333334,1
1,0.0,0
1,0.28,0
1,0.0,0
1,0.8533492063492065,1
1,0.0,0
1,0.08666666666666667,0
1,0.0,0
1,0.9933333333333333,1
1,0.03333333333333333,0
1,0.9631111111111111,1
1,0.0,0
1,0.9997222222222221,1
1,0.02,0
1,1.0,1
1,0.006666666666666667,0
0,0.04079365079365079,0
1,0.0,0
0,0.36666666666666664,0
1,0.0,0
0,0.006666666666666667,0
1,0.0,0
0,0.0,0
1,0.02,0
0,0.04666666666666667,0
1,0.0,0
0,0.5933333333333334,1
1,0.0,0
0,0.13333333333333333,0
1,0.005740740740740741,0
0,0.39255555555555555,0
1,0.06799999999999999,0
0,0.08,0
1,0.0,0
0,0.030154882154882153,0
1,0.0,0
0,0.02666666666666667,0
1,0.0,0
0,0.11447556800497978,0
1,0.0,0
0,0.030870469399881167,0
1,0.04957372466806429,0
0,0.3291774891774892,0
1,0.0,0
0,0.02,0
1,0.0,0
0,0.07333333333333333,0
1,0.9133333333333333,1
1,0.20344444444444446,0
1,0.7535065359477123,1
1,0.7122222222222222,1
1,0.7133333333333334,1
1,0.6945079365079365,1
1,0.8066666666666666,1
1,0.9733333333333334,1
1,0.8344444444444444,1
1,0.9772063492063493,1
1,0.840984126984127,1
1,0.9933333333333333,1
1,0.7191542615091002,1
1,0.9757992831541219,1
1,0.9238716356107661,1
0,0.0812318309709614,0
1,0.6720008209557082,1
0,0.42652077001013167,0
1,0.551695083065399,1
0,0.032981213097155127,0
1,0.867832512315271,1
0,0.09110570588831458,0
1,0.8522222222222222,1
0,0.09333333333333334,0
1,0.8942222222222221,1
0,0.8874501774501774,1
1,0.84,1
0,0.20333333333333334,0
1,0.9302136752136752,1
0,0.03905820105820106,0
1,0.8782439896036385,1
0,0.10372549019607843,0
1,0.8723809523809524,1
0,0.024433862433862433,0
1,0.7831778236663295,1
0,0.4498135844572626,0
1,0.8606666666666666,1
0,0.0725,0
1,0.8698479532163742,1
0,0.03054331341173447,0
1,0.9327450980392157,1
0,0.1601785740981731,0
1,0.86,1
0,0.3886228956228956,0
1,0.8488888888888888,1
0,0.11333333333333333,0
1,0.20833333333333334,0
1,0.8858333333333334,1
1,0.26309768009768014,0
1,0.4211111111111111,0
1,0.11804232804232803,0
1,0.9917647058823529,1
1,0.12,0
1,0.9385714285714285,1
1,0.12,0
1,0.9916666666666667,1
1,0.12666666666666668,0
1,0.962848245614035,1
1,0.1212063492063492,0
0,0.1636904761904762,0
1,0.16600184034966645,0
0,0.04,0
1,0.17333333333333334,0
0,0.03555555555555556,0
1,0.21424242424242423,0
0,0.088997668997669,0
1,0.13806763285024154,0
0,0.006666666666666667,0
1,0.4,0
0,0.4378787878787879,0
1,0.09333333333333334,0
0,0.32293859946001335,0
1,0.12,0
0,0.07809523809523809,0
1,0.09333333333333334,0
0,0.16666666666666666,0
1,0.10666666666666667,0
0,0.06292984792984793,0
1,0.18250980392156863,0
0,0.09909090909090909,0
1,0.07333333333333333,0
0,0.07863636363636363,0
1,0.16,0
0,0.03165954415954416,0
1,0.09368421052631579,0
0,0.39453227756886294,0
1,0.19423809523809524,0
0,0.37000000000000005,0
1,0.16,0
0,0.013333333333333334,0
1,0.58,1
1,0.5083589743589744,1
1,0.7892710392333034,1
1,0.9996075471698112,1
1,0.7926666666666667,1
1,0.9179487179487179,1
1,0.7491681577681578,1
1,0.9931778352366587,1
1,0.8606666666666666,1
1,0.9866666666666667,1
1,0.7784057971014493,1
0,0.16103418803418804,0
1,0.87,1
0,0.44958333333333333,0
1,0.6698148148148148,1
0,0.02666666666666667,0
1,0.8623616287094549,1
0,0.03354838709677419,0
1,0.8841538461538462,1
0,0.04777777777777777,0
1,0.8083333333333333,1
0,0.6109370370370371,1
1,0.7866967803669932,1
0,0.1913034188034188,0
1,0.8371666666666667,1
0,0.09022222222222222,0
1,0.8999153439153438,1
0,0.10323809523809524,0
1,0.7978381642512077,1
0,0.05031748123052471,0
1,0.8003485838779957,1
0,0.11483333333333334,0
1,0.8374390826564738,1
0,0.09571014492753624,0
1,0.6667164465164465,1
0,0.08800391589834314,0
1,0.8419151515151515,1
0,0.5389768241420415,1
1,0.7333333333333333,1
0,0.6406060606060606,1
1,0.7861111111111111,1
0,0.08666666666666667,0
1,0.4619047619047619,0
1,0.9996078431372549,1
1,0.5576984126984127,1
1,0.8644000444000445,1
1,0.6635687525408887,1
1,0.9981944444444446,1
1,0.6429351851851851,1
1,0.98,1
1,0.30833333333333335,0
0,0.04189814814814815,0
1,0.6884603174603174,1
0,0.31333333333333335,0
1,0.7313611111111111,1
0,0.05333333333333334,0
1,0.18,0
0,0.11333333333333333,0
1,0.7486111111111111,1
0,0.03333333333333333,0
1,0.735703419286028,1
0,0.717,1
1,0.6172222222222222,1
0,0.3437806637806638,0
1,0.8044612301278967,1
0,0.28099999999999997,0
1,0.5011111111111111,1
0,0.14060606060606062,0
1,0.7652538724891667,1
0,0.05813227513227513,0
1,0.5762905982905984,1
0,0.1420412648497554,0
1,0.5049116161616163,1
0,0.14722222222222223,0
1,0.5151665464165465,1
0,0.05788648388648389,0
1,0.636417280780995,1
0,0.2649007115802152,0
1,0.515482001216454,1
0,0.26660032685373475,0
1,0.05744152046783626,0
0,0.16666666666666666,0
1,0.9701880341880343,1
1,0.9235213675213675,1
1,0.9766560846560847,1
1,0.9709417989417989,1
1,0.9956944444444443,1
1,0.963157894736842,1
1,0.9968252603252603,1
0,0.0891030381030381,0
1,0.9930303030303029,1
0,0.31863030303030304,0
1,0.9983333333333333,1
0,0.05333333333333334,0
1,0.9863993076905558,1
0,0.08666666666666667,0
1,0.9901196121430114,1
0,0.030345029239766078,0
1,0.9970580296896087,1
0,0.7354603174603175,1
1,0.9835897435897436,1
0,0.24908118469078228,0
1,0.9758348813209494,1
0,0.32803030303030306,0
1,0.9972820512820513,1
0,0.18822222222222224,0
1,0.9869058441558441,1
0,0.054662424740010956,0
1,0.9936190476190476,1
0,0.09575238095238095,0
1,0.9858333333333333,1
0,0.15091666666666667,0
1,0.9862349206349207,1
0,0.04145725677830941,0
1,0.994580586080586,1
0,0.5479979018427295,1
1,0.9825026455026454,1
0,0.5514861111111111,1
1,0.9925,1
0,0.006666666666666667,0
1,0.884,1
1,0.9906666666666666,1
1,0.8903179650238474,1
1,0.9605882352941176,1
1,0.9466666666666667,1
0,0.11023359973359974,0
1,0.9263888888888888,1
0,0.25333333333333335,0
1,0.8790964338951954,1
0,0.03422222222222222,0
1,0.9156503267973856,1
0,0.07650793650793651,0
1,0.856111111111111,1
0,0.1023503614252253,0
1,0.9628448275862069,1
0,0.8748425925925926,1
1,0.9510925925925926,1
0,0.23490740740740737,0
1,0.8974863387978141,1
0,0.4,0
1,0.9145555555555556,1
0,0.15829721362229102,0
1,0.9555115168874567,1
0,0.07672494553376907,0
1,0.9206666666666666,1
0,0.23102442002442003,0
1,0.9140420690420689,1
0,0.07006959706959708,0
1,0.924227450980392,1
0,0.06611162671041186,0
1,0.9494648429990585,1
0,0.5879982030548069,1
1,0.929339774557166,1
0,0.47833333333333333,0
1,0.8705858585858586,1
0,0.14666666666666667,0
1,0.9845822510822511,1
1,0.9466666666666667,1
1,0.9962962962962963,1
0,0.07884678794099083,0
1,0.9976296296296296,1
